Year_Birth,Education,Marital_Status,Income,Kidhome,Teenhome,MntWines,MntFruits,MntMeatProducts,MntFishProducts,MntSweetProducts,NumDealsPurchases,NumWebPurchases,NumCatalogPurchases,NumStorePurchases,Country
1965,Master,Married,"62,694",1,1,379,6,157,25,91,5,9,3,7,SP
1973,PhD,Together,"57,906",0,1,243,11,119,10,3,3,4,2,8,IND
1982,Bachelor,Together,"71,853",0,0,358,108,413,141,97,1,2,8,6,SP
1982,Bachelor,Together,"71,853",0,0,358,108,413,141,97,1,2,8,6,SP
1959,Bachelor,Married,"65,031",0,1,258,107,291,84,37,4,10,3,13,GER
1960,Bachelor,Together,"30,507",0,0,65,36,74,38,20,1,5,1,4,SP
1970,Bachelor,Together,"67,419",0,1,846,84,352,91,56,4,9,4,8,CA
1950,Bachelor,Married,"59,462",0,1,724,17,143,0,8,2,9,2,12,US
1994,Bachelor,Single,"95,529",0,0,770,29,890,250,27,1,7,3,7,SA
1953,Bachelor,Widow,"53,653",0,0,815,10,239,28,10,2,10,4,12,SP
1980,High School,Married,"25,965",0,0,2,2,11,41,7,1,2,0,3,SP
1970,Bachelor,Married,"22,979",1,0,16,17,19,20,21,3,3,2,2,SP
1951,PhD,Single,"64,950",0,1,819,0,72,12,0,2,11,2,10,SA
1985,Bachelor,Married,"44,322",1,0,46,0,40,3,0,2,3,0,3,SA
1983,Bachelor,Married,"30,096",1,0,5,3,11,12,5,1,2,0,3,GER
1983,Bachelor,Married,"30,096",1,0,5,3,11,12,5,1,2,0,3,SP
1977,Bachelor,Single,"56,628",0,1,479,5,82,7,17,2,7,6,5,CA
1977,Master,Together,"82,326",0,0,938,142,754,159,81,1,5,10,6,SP
1995,Bachelor,Single,"71,163",0,0,283,17,372,138,106,1,3,8,12,GER
1978,Bachelor,Divorced,"71,022",0,1,909,12,278,0,12,3,5,2,11,US
1954,Master,Single,"42,607",0,1,156,29,56,30,32,2,3,2,7,SA
1975,Bachelor,Married,"43,057",0,1,213,2,44,0,2,4,4,2,5,SP
1975,Master,Married,"47,808",0,1,123,1,26,2,0,2,3,2,3,SP
1987,Bachelor,Single,"29,236",1,0,37,4,24,16,9,2,4,0,3,SP
1969,Bachelor,Widow,"40,590",1,1,154,0,50,6,11,5,3,4,3,CA
1969,Bachelor,Widow,"40,590",1,1,154,0,50,6,11,5,3,4,3,CA
1959,Master,Married,"77,520",0,1,940,44,396,0,88,1,8,7,7,SP
1981,Bachelor,Married,"40,211",1,1,51,1,7,2,1,2,2,1,2,SP
1973,PhD,Together,"63,516",1,1,141,11,114,15,14,4,4,1,7,CA
1974,Bachelor,Divorced,"53,034",1,1,160,15,196,15,11,8,6,1,7,US
1975,Master,Together,"22,669",1,0,16,14,36,37,22,3,4,1,2,SP
1982,Bachelor,Married,"79,908",0,0,557,129,761,29,185,1,5,6,7,SP
1986,PhD,Single,"69,867",0,0,196,0,512,33,130,1,3,5,8,SA
1966,Bachelor,Divorced,"70,287",0,0,295,35,482,121,120,1,5,5,10,AUS
1966,Bachelor,Single,"37,070",1,1,231,7,137,4,15,9,5,1,8,SA
1966,Bachelor,Single,"37,070",1,1,231,7,137,4,15,9,5,1,8,SP
1966,Master,Married,"38,179",1,1,38,4,22,4,2,4,3,1,3,SA
1983,Bachelor,Married,"39,922",1,0,29,12,59,19,1,2,3,0,4,IND
1983,Bachelor,Married,"39,922",1,0,29,12,59,19,1,2,3,0,4,GER
1983,Bachelor,Married,"39,922",1,0,29,12,59,19,1,2,3,0,4,SA
1963,Master,Single,"64,191",0,1,420,15,186,151,38,3,5,3,13,SP
1975,Master,Single,"41,658",1,1,8,4,12,15,4,2,1,1,2,AUS
1976,Bachelor,Divorced,"40,780",0,1,229,27,71,13,3,4,7,1,5,CA
1979,Bachelor,Together,"77,568",0,1,1230,0,396,232,178,1,10,2,8,SP
1985,Bachelor,Single,"66,503",1,0,91,64,128,65,3,2,4,3,6,SP
1986,Bachelor,Married,"83,512",0,0,1060,61,835,80,20,1,4,7,10,SP
1964,PhD,Married,"31,686",1,1,11,0,5,0,0,2,1,0,3,SA
1976,Bachelor,Together,"71,322",0,1,121,24,124,24,15,1,4,1,7,AUS
1988,Bachelor,Single,"27,938",1,0,13,0,8,2,1,1,1,0,4,AUS
1951,Bachelor,Divorced,"22,263",1,1,17,0,2,0,0,2,1,0,3,SP
1956,Bachelor,Together,"34,633",2,1,8,1,5,0,0,1,1,0,2,SA
1981,Bachelor,Together,"42,162",1,0,46,7,59,2,4,2,3,1,3,SP
1976,PhD,Together,"162,397",1,1,85,1,16,2,1,0,0,0,1,SP
1978,Bachelor,Widow,"54,162",1,1,5,6,10,6,5,1,1,0,3,SP
1955,Master,Divorced,"41,769",0,1,302,29,131,32,0,6,8,1,7,IND
1981,PhD,Together,"44,953",0,0,728,17,133,11,8,1,7,3,13,GER
1978,PhD,Married,"37,717",1,0,9,0,6,4,1,1,1,0,2,SA
1978,PhD,Married,"37,717",1,0,9,0,6,4,1,1,1,0,2,SP
1970,Bachelor,Together,"40,548",0,1,110,0,5,2,0,2,2,1,4,AUS
1975,Master,Divorced,"67,893",0,1,711,28,142,49,18,2,3,2,9,SA
1953,Bachelor,Single,"69,267",0,0,778,44,499,95,73,2,3,4,5,SA
1976,High School,Divorced,"9,548",1,0,0,1,3,10,6,2,1,0,3,CA
1958,Bachelor,Single,"68,281",0,0,995,112,417,42,48,1,2,9,13,SP
1960,Master,Together,"92,556",0,0,493,183,352,184,23,0,3,5,13,SP
1979,Bachelor,Single,"48,526",1,0,23,17,23,43,20,1,2,1,4,SP
1991,Bachelor,Single,"90,273",0,0,704,129,853,120,74,1,5,6,7,SP
1981,Master,Together,"19,414",1,0,2,3,12,3,5,1,1,0,3,CA
1958,PhD,Single,"79,761",0,1,415,5,124,15,35,1,5,2,11,SA
1951,PhD,Married,"53,312",0,0,241,0,12,0,0,1,5,1,5,SP
1982,Master,Together,"41,039",0,0,34,11,137,179,61,1,8,1,5,US
1961,Bachelor,Together,"88,347",0,0,1050,178,555,77,138,1,4,7,9,SP
1983,PhD,Married,"50,150",0,0,135,46,92,65,61,2,5,2,7,CA
1983,PhD,Married,"50,150",0,0,135,46,92,65,61,2,5,2,7,SP
1971,Bachelor,Single,"10,245",1,0,4,7,7,6,4,3,1,2,2,SP
1985,PhD,Married,"33,454",1,0,76,10,56,3,1,2,4,0,4,US
1952,Bachelor,Single,"40,887",1,1,50,4,44,10,10,3,3,1,3,SP
1975,Bachelor,Together,"55,914",0,1,384,60,364,119,101,4,11,6,8,US
1983,Bachelor,Together,"37,292",1,0,275,0,86,10,23,5,6,3,5,SP
1971,Bachelor,Married,"52,914",0,1,254,10,44,30,10,2,7,3,3,CA
1972,Master,Married,"24,884",1,0,3,6,7,0,0,1,0,0,3,SP
1970,Bachelor,Single,"67,384",0,1,957,40,175,158,53,2,7,8,5,SP
1960,Bachelor,Married,"51,651",0,1,293,6,23,13,6,4,6,2,5,AUS
1980,Bachelor,Married,"82,497",0,0,777,129,573,216,21,1,2,7,9,SA
1963,Master,Married,"32,632",0,0,63,151,137,153,19,2,4,4,8,SP
1963,Master,Married,"33,562",1,2,21,12,12,0,3,3,2,0,4,IND
1967,Bachelor,Single,"79,146",1,1,245,16,223,21,43,2,8,1,8,GER
1967,Bachelor,Single,"79,146",1,1,245,16,223,21,43,2,8,1,8,SP
1981,Master,Single,"36,143",1,0,12,0,1,0,0,1,0,1,2,SP
1973,Master,Married,"27,159",1,1,17,0,3,0,0,2,1,0,3,SP
1960,Master,Together,"41,275",1,2,24,4,22,0,2,4,3,1,3,CA
1965,Master,Married,"76,800",0,0,173,26,255,35,71,1,4,4,7,IND
1987,Bachelor,Married,"75,794",0,0,754,160,625,63,32,1,7,5,12,SA
1951,Bachelor,Married,"30,833",1,1,11,0,7,3,1,2,1,0,3,SP
1949,PhD,Single,"26,518",1,1,20,1,28,3,3,3,2,0,3,US
1981,Bachelor,Single,"91,065",0,0,822,114,108,179,137,1,7,9,9,SP
1962,Master,Single,"45,183",0,0,219,3,60,12,9,1,4,1,7,CA
1950,Bachelor,Together,"48,070",0,1,373,14,83,6,9,3,8,2,6,SP
1971,Bachelor,Widow,"30,372",1,1,15,0,12,7,3,3,2,0,3,SP
1971,Bachelor,Widow,"30,372",1,1,15,0,12,7,3,3,2,0,3,SP
1975,Master,Married,"57,036",0,1,1171,43,219,19,14,4,6,3,13,IND
1970,Bachelor,Widow,"66,731",0,1,371,159,194,58,106,4,4,3,6,SP
1970,PhD,Divorced,"35,682",1,0,23,0,8,6,2,1,1,1,3,AUS
1989,Master,Divorced,"10,979",0,0,8,4,10,2,2,2,3,0,3,AUS
1989,Master,Divorced,"10,979",0,0,8,4,10,2,2,2,3,0,3,SP
1965,PhD,Divorced,"57,912",0,1,801,0,80,0,0,5,8,3,12,SA
1972,Bachelor,Married,"36,026",2,1,20,4,10,6,4,2,2,0,3,AUS
1971,Bachelor,Married,"35,788",1,1,23,2,11,3,1,2,2,0,3,CA
1959,Bachelor,Married,"42,243",1,1,48,0,2,0,0,2,2,0,3,SA
1956,Bachelor,Divorced,"46,086",0,1,244,8,32,7,2,4,3,1,8,SP
1978,Master,Together,"61,346",1,0,562,58,168,43,16,1,5,7,10,IND
1971,Master,Single,"33,316",1,1,79,1,31,4,4,3,2,1,4,US
1971,Master,Single,"33,316",1,1,79,1,31,4,4,3,2,1,4,SP
1987,High School,Single,"21,063",1,0,1,10,11,19,3,2,2,0,3,SP
1970,Bachelor,Single,"33,697",1,0,4,3,7,0,3,1,1,0,2,GER
1978,Master,Married,"25,804",1,0,8,7,9,13,6,2,2,0,3,CA
1977,Bachelor,Married,"72,117",0,1,707,20,171,65,60,1,9,7,9,SP
1966,Bachelor,Married,"61,286",0,1,356,0,107,19,9,2,7,1,8,IND
1966,Bachelor,Married,"61,286",0,1,356,0,107,19,9,2,7,1,8,GER
1958,Bachelor,Together,"65,196",0,2,743,19,181,12,0,2,7,6,11,SP
1971,Bachelor,Divorced,"55,635",0,1,235,65,164,50,49,4,7,3,7,US
1981,Master,Together,"42,021",1,0,393,5,136,7,5,5,10,1,6,SP
1972,Master,Married,"75,251",0,0,721,111,925,97,18,1,7,6,5,GER
1968,Bachelor,Together,"35,322",1,2,28,9,37,12,7,3,2,0,4,SP
1969,PhD,Together,"53,374",0,1,896,10,101,13,10,6,4,2,9,CA
1959,Bachelor,Married,"87,195",0,0,217,76,690,50,26,1,3,11,5,CA
1981,Master,Single,"42,395",1,1,48,13,57,24,15,4,3,1,4,IND
1966,Bachelor,Together,"82,427",0,0,482,147,509,104,107,1,3,5,12,SP
1969,Master,Together,"44,602",1,1,167,2,89,0,0,6,6,1,4,IND
1951,Bachelor,Married,"94,642",0,0,879,143,797,106,143,0,5,7,9,SP
1983,Bachelor,Together,"28,359",1,0,6,0,5,2,1,1,1,0,2,SA
1975,Bachelor,Single,"55,801",1,1,367,4,51,6,4,6,7,2,6,US
1973,Bachelor,Married,"92,955",0,0,693,21,925,31,24,1,6,7,9,SA
1968,Bachelor,Together,"56,534",0,1,691,7,61,10,0,4,10,4,7,SP
1962,Bachelor,Single,"69,627",0,1,231,161,215,171,30,2,8,2,11,US
1970,Master,Divorced,"78,579",0,0,816,66,549,216,66,1,5,6,4,SP
1980,Bachelor,Together,"44,964",1,1,19,1,17,2,0,1,1,0,3,AUS
1974,PhD,Single,"30,899",1,0,24,0,8,0,0,2,1,0,3,SA
1964,PhD,Divorced,"78,825",0,0,483,74,114,169,37,1,5,10,13,SP
1987,Bachelor,Married,"25,545",1,0,32,1,64,16,12,3,2,2,3,SP
1971,PhD,Widow,"47,111",0,1,595,71,153,120,112,6,3,2,10,SA
1955,PhD,Single,"49,667",0,0,1181,26,120,17,13,2,5,10,5,CA
1947,Master,Together,"66,000",0,0,244,51,270,101,0,1,1,3,5,SP
1964,PhD,Together,"46,910",1,1,48,0,14,0,0,2,2,0,3,SP
1972,High School,Married,"25,224",1,0,4,9,12,11,2,2,1,1,3,CA
1968,Bachelor,Together,"77,382",0,1,491,48,231,112,105,2,5,7,12,SP
1967,PhD,Divorced,"28,420",1,0,4,2,5,2,0,1,1,0,2,SP
1977,Bachelor,Divorced,"32,952",1,0,38,0,12,3,1,1,2,0,3,CA
1975,Bachelor,Married,"46,149",0,1,254,6,71,4,0,5,5,1,7,SP
1947,PhD,Together,"73,059",0,1,410,112,420,0,82,1,9,3,13,SP
1947,PhD,Together,"73,059",0,1,410,112,420,0,82,1,9,3,13,SA
1959,Bachelor,Married,"35,701",0,0,21,1,9,7,3,1,1,0,3,SP
1983,Master,Single,"89,616",0,0,671,47,655,145,111,1,7,5,12,CA
1970,Bachelor,Together,"105,471",0,0,1009,181,104,202,21,0,9,8,13,SP
1948,Master,Widow,"78,427",0,0,972,19,595,180,26,3,3,7,10,GER
1986,Bachelor,Married,"22,518",1,0,11,7,12,2,2,2,2,1,2,SP
1976,Bachelor,Married,"59,809",0,2,598,16,141,32,41,3,3,3,6,CA
1982,Bachelor,Single,"39,660",1,0,139,13,78,20,13,3,7,1,3,SP
1950,Master,Together,"52,203",0,0,488,21,238,56,108,1,8,7,11,US
1973,PhD,Single,"35,860",1,1,15,0,8,4,2,2,1,1,2,CA
1973,PhD,Divorced,"35,860",1,1,15,0,8,4,2,2,1,1,2,SP
1973,PhD,Divorced,"35,860",1,1,15,0,8,4,2,2,1,1,2,SP
1973,PhD,Divorced,"35,860",1,1,15,0,8,4,2,2,1,1,2,SA
1950,PhD,Widow,"76,842",0,0,605,10,345,84,54,1,1,8,7,SP
1951,Bachelor,Single,"15,033",0,0,0,4,5,6,0,1,1,0,3,SA
1970,PhD,Married,"67,353",0,1,702,17,151,0,8,5,5,6,12,AUS
1975,Master,Married,"17,003",1,0,2,5,12,4,8,3,2,0,4,GER
1965,Master,Together,"65,735",1,1,239,7,119,4,15,5,6,2,6,SP
1971,Bachelor,Widow,"45,684",1,0,5,1,5,10,0,1,1,0,2,SA
1969,Bachelor,Together,"21,918",1,0,1,6,7,11,5,2,2,0,3,CA
1978,Bachelor,Married,"51,267",1,1,183,2,64,7,2,4,3,3,5,CA
1972,Bachelor,Together,"59,868",0,1,771,51,154,54,10,7,11,2,12,SP
1991,Bachelor,Married,"51,373",0,0,83,2,101,64,26,1,3,5,3,SP
1958,Master,Together,"46,692",0,1,170,6,97,24,12,3,6,1,5,SP
1971,Master,Together,"157,733",1,0,39,1,9,2,0,0,1,0,1,SP
1950,PhD,Married,"54,432",2,1,33,0,5,0,0,1,1,0,3,SP
1984,Bachelor,Single,"79,607",0,0,450,133,951,173,0,1,3,6,6,CA
1972,Bachelor,Divorced,"51,813",1,1,51,2,7,0,1,2,2,0,3,CA
1989,High School,Married,"17,487",1,0,0,0,1,7,4,1,1,0,2,AUS
1968,PhD,Together,"40,706",2,1,59,0,11,4,2,4,3,0,4,SA
1959,PhD,Divorced,"62,859",0,1,1063,89,102,16,12,4,9,4,6,SP
1958,Bachelor,Married,"61,074",0,1,789,0,133,0,28,7,11,5,8,SA
1969,Bachelor,Widow,"43,638",0,1,63,10,83,7,19,2,4,1,4,SP
1956,Bachelor,Married,"58,116",0,1,228,19,130,4,11,2,3,3,8,SP
1969,PhD,Widow,"62,187",0,1,512,0,83,0,0,3,6,2,10,SP
1954,Bachelor,Single,"46,344",1,1,11,1,6,2,1,2,1,1,2,US
1980,Bachelor,Married,"77,353",0,1,275,59,107,69,101,2,6,4,8,SP
1966,PhD,Single,"69,759",0,0,452,20,514,13,30,3,4,6,5,SP
1986,Bachelor,Divorced,"21,846",1,0,7,17,18,6,10,4,4,0,3,SA
1975,Bachelor,Together,"76,532",1,1,355,30,177,90,138,4,9,5,7,SP
1965,Master,Married,"70,053",0,1,512,53,98,81,179,3,8,5,10,SP
1958,Master,Single,"75,342",0,1,204,97,97,21,118,1,5,2,10,SP
1982,Master,Together,"27,590",1,0,6,0,5,0,0,1,1,0,2,SP
1973,Bachelor,Married,"51,148",1,1,235,6,45,8,9,4,5,1,6,IND
1963,Bachelor,Divorced,"33,378",1,1,33,6,40,3,7,3,2,0,4,SA
1973,PhD,Married,"32,644",1,0,239,3,141,0,7,4,7,1,6,SP
1969,PhD,Married,"33,581",2,0,11,0,5,0,0,1,1,0,2,SP
1978,Master,Married,"12,393",0,0,5,6,15,11,7,1,2,0,3,SA
1984,PhD,Single,"42,710",1,0,252,3,42,4,3,2,4,5,3,SP
1957,Master,Married,"82,347",0,0,556,54,845,202,133,1,7,7,10,IND
1957,Master,Married,"82,347",0,0,556,54,845,202,133,1,7,7,10,CA
1955,PhD,Married,"22,554",1,1,27,0,10,0,0,4,2,0,4,SP
1987,Bachelor,Married,"17,323",0,0,3,14,17,6,1,1,1,0,3,US
1960,Bachelor,Divorced,"62,204",0,2,317,46,247,151,46,1,4,5,12,SP
1956,PhD,Widow,"78,028",0,1,158,19,288,25,0,1,6,4,9,SP
1962,Bachelor,Divorced,"63,887",0,1,897,23,207,15,11,5,9,6,12,SA
1965,PhD,Together,"32,727",0,0,167,13,180,86,13,2,7,3,5,CA
1985,Bachelor,Together,"29,103",1,0,16,0,17,6,3,2,1,0,3,SP
1965,Bachelor,Married,"61,482",0,0,48,58,68,16,66,1,3,2,6,SA
1970,Bachelor,Single,"20,587",1,0,2,3,6,4,1,1,1,1,2,CA
1970,Bachelor,Single,"20,587",1,0,2,3,6,4,1,1,1,1,2,CA
1976,PhD,Together,"52,190",1,1,42,0,17,0,0,3,2,1,3,SA
1974,Bachelor,Together,"48,186",1,0,97,3,66,12,7,3,4,1,4,SP
1968,Bachelor,Married,"19,329",1,0,24,1,16,12,2,3,4,0,3,CA
1971,Master,Married,"34,109",0,1,9,1,5,2,1,1,0,0,3,AUS
1986,Bachelor,Married,"23,477",1,0,38,15,54,3,8,3,3,0,4,SP
1966,PhD,Together,"47,472",1,1,56,0,11,0,0,2,2,0,4,SP
1976,PhD,Divorced,"14,849",1,0,21,2,28,3,2,3,2,0,4,SP
1978,Master,Married,"26,224",1,0,4,7,15,13,9,3,2,1,3,SP
1962,PhD,Single,"27,238",1,1,37,0,17,0,0,3,3,0,3,SP
1970,Master,Together,,0,1,187,5,65,26,20,2,4,2,6,US
1962,Bachelor,Single,"57,967",0,1,229,7,137,4,0,5,4,2,8,IND
1949,PhD,Widow,"51,569",0,1,380,0,47,6,0,4,7,1,7,SP
1954,PhD,Married,"72,550",1,1,826,50,317,50,38,9,5,2,12,AUS
1970,Master,Married,"44,511",1,0,513,7,133,46,14,6,8,4,8,AUS
1955,Master,Married,"62,972",0,1,313,15,47,20,0,2,7,4,3,SP
1955,Master,Married,"62,972",0,1,313,15,47,20,0,2,7,4,3,SP
1989,PhD,Together,"77,845",0,0,760,40,480,0,40,1,3,5,12,US
1975,PhD,Married,"36,663",1,0,18,0,6,3,3,1,1,1,3,SA
1976,Master,Married,"53,204",1,1,29,0,8,2,0,1,1,0,3,GER
1982,Master,Married,"21,059",1,0,8,3,19,3,3,3,3,0,3,SP
1953,Master,Married,"67,087",0,1,329,35,222,130,35,2,7,5,8,AUS
1953,Bachelor,Single,"73,892",0,0,703,102,601,0,58,1,3,11,8,CA
1992,Bachelor,Together,"75,114",0,0,571,12,523,63,60,1,3,10,5,SA
1948,Bachelor,Married,"42,192",0,0,40,15,15,17,6,1,2,1,3,AUS
1960,Bachelor,Married,"31,454",1,1,28,0,11,0,0,3,2,0,3,SP
1978,Bachelor,Together,"22,775",1,0,5,1,8,0,0,1,1,0,2,SA
1978,Bachelor,Together,"22,775",1,0,5,1,8,0,0,1,1,0,2,IND
1972,Bachelor,Together,"31,590",1,0,6,2,15,6,6,1,1,0,3,CA
1972,Bachelor,Married,"80,134",1,0,1218,16,272,104,0,2,5,3,6,SA
1972,Bachelor,Married,"80,134",1,0,1218,16,272,104,0,2,5,3,6,AUS
1972,High School,Married,"14,188",0,0,2,7,11,16,12,1,2,0,4,GER
1985,PhD,Married,"18,169",1,0,9,0,5,0,0,1,1,0,2,SP
1956,Bachelor,Married,"62,503",0,1,478,0,193,110,75,4,8,3,11,SP
1954,Bachelor,Married,"46,734",0,1,110,5,137,26,23,2,6,1,5,SP
1991,PhD,Single,"68,126",0,0,1332,17,311,23,51,1,7,4,5,CA
1954,PhD,Married,"52,869",1,1,84,3,61,2,1,3,3,1,4,SA
1986,Bachelor,Single,"26,576",1,0,10,0,8,0,0,1,1,0,2,SP
1976,Bachelor,Single,"75,825",0,0,1032,105,779,137,105,0,5,8,9,GER
1950,Bachelor,Married,"57,045",0,1,296,13,104,11,13,3,4,2,9,AUS
1975,Master,Together,"34,984",1,1,8,4,15,3,5,2,1,0,3,SP
1973,Bachelor,Married,"27,803",1,0,8,26,46,38,9,2,3,0,4,AUS
1975,PhD,Married,"69,283",0,1,674,62,134,0,26,4,7,3,13,IND
1992,High School,Single,"18,746",1,0,2,10,11,12,9,2,3,0,3,SP
1965,Master,Married,"70,924",0,0,635,114,254,132,152,1,6,6,7,SP
1965,Master,Married,"70,924",0,0,635,114,254,132,152,1,6,6,7,SP
1973,Master,Together,"69,401",0,1,399,27,159,58,8,4,4,4,5,GER
1976,Master,Divorced,"75,012",0,0,294,142,218,164,58,1,3,8,11,AUS
1978,Master,Together,"85,738",0,0,913,26,376,17,26,1,3,6,11,SP
1975,Bachelor,Together,"60,934",0,1,224,155,155,192,93,2,6,4,11,CA
1986,Master,Married,"27,161",1,0,7,4,23,7,0,1,1,0,3,SA
1961,PhD,Divorced,"64,325",0,1,731,60,353,78,12,5,10,3,5,SP
1973,High School,Married,"18,978",1,0,2,8,1,4,7,1,1,0,3,SP
1977,Bachelor,Married,"41,124",1,0,281,7,84,15,0,7,7,3,4,SP
1984,PhD,Single,"39,684",1,0,19,0,35,6,4,2,2,1,2,SP
1963,PhD,Married,"53,378",1,1,489,6,152,8,6,10,9,4,6,SP
1982,Bachelor,Married,"37,040",0,0,86,2,73,69,38,1,4,2,5,US
1977,Master,Married,"78,710",0,1,721,0,152,119,50,3,7,6,12,SP
1986,Bachelor,Married,"92,910",0,0,551,137,792,179,103,1,6,7,13,SP
1976,Bachelor,Together,"36,283",1,1,6,5,5,8,0,2,1,0,3,CA
1974,PhD,Together,"79,632",0,0,471,0,510,99,21,1,6,4,9,SA
1978,Bachelor,Together,"28,587",1,0,22,4,17,12,10,3,2,0,4,SP
1981,Bachelor,Together,"88,325",0,0,519,71,860,93,27,1,6,2,9,IND
1958,Master,Married,"51,412",0,1,140,3,29,4,5,2,3,2,4,SP
1952,Master,Divorced,"63,998",0,0,176,29,818,0,33,1,7,6,11,SP
1978,Master,Single,"38,593",1,0,51,12,49,17,24,3,4,1,3,SP
1977,Master,Married,"27,889",1,0,14,0,4,0,0,1,1,1,2,AUS
1980,Master,Single,"45,889",0,1,31,0,6,0,1,1,1,0,3,CA
1967,PhD,Together,"56,575",0,2,421,5,90,0,16,3,7,3,7,CA
1979,High School,Single,"16,014",1,1,3,9,4,7,8,4,1,1,4,SP
1958,Master,Single,"61,331",1,1,534,5,47,0,5,5,11,1,6,CA
1976,Master,Single,"70,893",0,0,768,44,561,77,44,1,6,6,10,SP
1979,Bachelor,Married,"2,447",1,0,1,1,1725,1,1,15,0,28,0,US
1957,Bachelor,Single,"64,849",0,0,652,48,350,94,84,1,9,3,6,SP
1989,Bachelor,Married,"42,387",1,0,235,0,235,19,4,5,8,1,7,SP
1995,Master,Single,"80,617",0,0,594,51,631,72,55,1,4,6,8,IND
1985,Bachelor,Together,"54,006",1,0,174,77,203,6,24,2,8,1,7,SP
1978,Bachelor,Together,"16,531",1,0,2,13,6,7,5,3,3,0,3,CA
1966,PhD,Together,"30,843",1,1,24,0,2,0,0,2,1,1,2,IND
1984,PhD,Married,"18,988",1,0,6,0,6,2,1,2,1,0,3,AUS
1965,PhD,Married,"81,051",0,0,1142,29,249,38,29,1,5,5,12,SP
1988,Bachelor,Single,"39,747",1,0,80,15,93,20,13,3,5,1,4,SA
1959,PhD,Single,"34,554",0,1,41,1,6,2,0,2,2,0,3,CA
1959,PhD,Married,"52,854",1,1,105,0,10,0,1,2,2,1,4,SA
1970,Bachelor,Together,"81,205",0,0,724,74,929,97,55,1,5,6,7,IND
1970,PhD,Married,"69,084",1,0,1181,107,199,39,30,2,7,3,13,SP
1970,PhD,Married,"69,084",1,0,1181,107,199,39,30,2,7,3,13,SP
1974,PhD,Married,"65,352",0,1,284,3,84,4,7,2,4,2,8,SA
1972,Bachelor,Married,"22,063",1,0,7,10,13,3,11,2,2,0,3,CA
1979,Bachelor,Single,"47,691",0,1,14,0,3,0,0,1,1,0,2,SP
1968,PhD,Married,"29,187",1,0,26,0,6,0,0,1,1,0,3,SP
1972,Bachelor,Single,"72,504",0,1,604,26,470,123,161,2,5,9,6,CA
1970,Bachelor,Divorced,"33,986",1,0,16,2,18,2,1,1,1,0,3,SP
1986,Master,Together,"42,386",1,0,65,4,16,0,4,1,3,0,3,SA
1986,Master,Together,"42,386",1,0,65,4,16,0,4,1,3,0,3,IND
1953,PhD,Divorced,"36,957",1,1,100,2,16,2,1,4,3,2,2,AUS
1988,High School,Together,"13,724",1,0,2,7,5,2,15,1,2,0,2,SA
1967,Bachelor,Married,"42,664",0,1,21,0,3,0,0,1,1,0,3,SP
1958,PhD,Together,"37,334",1,1,26,1,16,2,2,4,3,0,4,SP
1951,Master,Married,"78,497",0,0,207,26,447,75,0,1,5,7,12,CA
1951,Master,Married,"78,497",0,0,207,26,447,75,0,1,5,7,12,IND
1956,Master,Together,"58,821",0,1,513,14,154,19,0,1,9,2,9,SA
1953,Bachelor,Together,"58,398",0,0,299,5,201,21,21,3,5,4,8,AUS
1961,Master,Married,"80,950",0,0,525,147,112,219,147,1,6,7,9,SA
1980,PhD,Married,"30,732",1,0,155,1,25,0,1,4,4,1,4,SA
1966,Master,Single,"89,572",0,0,606,24,974,197,194,1,7,7,9,SP
1968,Bachelor,Single,"57,107",0,1,159,0,120,0,0,7,4,4,8,SP
1970,Bachelor,Single,"76,467",1,0,676,161,426,210,44,2,2,5,5,US
1957,Bachelor,Single,,1,1,7,0,8,2,0,1,1,0,2,GER
1948,Bachelor,Together,"51,315",0,0,68,28,39,16,30,1,2,2,5,AUS
1966,Bachelor,Single,"43,602",1,1,19,5,12,10,3,3,3,1,2,SA
1978,Bachelor,Single,"38,643",1,1,22,2,14,0,1,2,2,0,3,SP
1951,Bachelor,Single,"49,090",0,1,494,5,82,7,0,3,7,2,9,SP
1970,Bachelor,Married,"70,617",0,0,353,61,753,40,46,1,3,3,7,SP
1970,PhD,Married,"67,536",0,1,1253,0,447,23,71,3,11,5,11,SA
1975,Bachelor,Married,"27,573",1,0,50,15,110,39,15,4,5,1,4,SP
1979,Master,Divorced,"13,533",1,0,12,3,8,8,0,2,2,0,3,SP
1953,Bachelor,Married,"50,725",0,1,443,10,75,0,10,4,8,1,8,CA
1978,Bachelor,Together,"25,851",1,0,9,4,18,7,5,2,2,0,3,AUS
1978,Bachelor,Married,"57,113",1,1,182,4,33,0,2,6,4,1,5,SP
1945,Master,Together,"62,847",0,0,521,168,706,80,76,1,3,6,4,CA
1982,Bachelor,Single,"68,627",0,0,395,15,263,60,54,1,2,3,6,SA
1983,Bachelor,Married,"25,271",1,0,10,1,18,10,4,1,1,1,2,IND
1966,Bachelor,Single,"63,810",0,1,977,12,253,16,12,4,4,3,12,SP
1966,Bachelor,Single,"63,810",0,1,977,12,253,16,12,4,4,3,12,GER
1958,PhD,Together,"65,488",0,0,603,45,207,36,18,1,3,4,6,SP
1955,Master,Single,"36,927",1,1,51,0,16,0,0,2,3,0,3,US
1977,Bachelor,Married,"22,108",1,1,5,3,9,6,2,2,2,0,3,SP
1949,Bachelor,Married,"72,025",0,0,967,0,617,43,50,1,4,8,13,AUS
